hcpcs,mod,description,code,payment,wrvu,pervu,indicator,pervu,indicator,rvu,total,total,ind,days,op,op,op,proc,surg,surg,surg,surg,base,factor,procedures,flag,indicator,amount,amount,amount
A9582,,Iodine i-123 iobenguane,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9583,,Gadofosveset trisodium inj,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9584,,Iodine i-123 ioflupane,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9585,,Gadobutrol injection,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9586,,Florbetapir f18,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9599,,Radiopha dx beta amyloid pet,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9600,,Sr89 strontium,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
A9604,,Sm 153 lexidronam,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9698,,Non-rad contrast materialnoc,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9699,,Radiopharm rx agent noc,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
A9700,,Echocardiography contrast,E,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9900,,Supply/accessory/service,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9901,,Delivery/set up/dispensing,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
A9999,,"Dme supply or accessory, nos",X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0120,,Periodic oral evaluation,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0140,,Limit oral eval problm focus,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0145,,"Oral evaluation, pt < 3yrs",N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0150,,Comprehensve oral evaluation,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D0160,,Extensv oral eval prob focus,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0170,,"Re-eval,est pt,problem focus",N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0180,,Comp periodontal evaluation,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0190,,Screening of a patient,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0191,,Assessment of a patient,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0210,,Intraor complete film series,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0220,,Intraoral periapical first,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0230,,Intraoral periapical ea add,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0240,,Intraoral occlusal film,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D0250,,Extraoral first film,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D0260,,Extraoral ea additional film,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D0270,,Dental bitewing single image,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D0272,,Dental bitewings two images,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D0273,,Bitewings - three images,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0274,,Bitewings four images,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D0277,,Vert bitewings 7 to 8 images,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0290,,Skull/facial bone image,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0310,,Dental saliography,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0320,,Dental tmj arthrogram incl i,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0321,,Other tmj images by report,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0322,,Dental tomographic survey,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0330,,Panoramic image,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0340,,Cephalometric image,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0350,,Oral/facial photo images,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0363,,,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0364,,Cone beam ct capt & interp,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0365,,Cone beam ct interprete man,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0366,,Cone beam ct interprete max,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0367,,Cone beam ct interp both jaw,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0368,,Cone beam ct interprete tmj,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0369,,Max mri capture & interprete,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0370,,Max ultrasound capt & interp,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0371,,Sialoendoscopy capt & interp,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0380,,Cone beam ct capture limited,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0381,,Cone beam ct capt mandible,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0382,,Cone beam ct capt maxilla,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0383,,Cone beam ct both jaws,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0384,,Cone beam ct capture tmj,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0385,,Max mri image capture,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0386,,Max ultrasound image capture,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0391,,Imterprete diagnostic image,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0393,,Trtmnt simulation 3d image,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0394,,Digital sub 2 or more images,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0395,,Fusion 2 or more 3d images,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0415,,Collection of microorganisms,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0416,,Viral culture,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0417,,Collect & prep saliva sample,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0418,,Analysis of saliva sample,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0421,,Gen tst suscept oral disease,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0425,,Caries susceptibility test,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0431,,Diag tst detect mucos abnorm,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0460,,Pulp vitality test,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D0470,,Diagnostic casts,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0472,,"Gross exam, prep & report",R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0473,,"Micro exam, prep & report",R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0474,,Micro w exam of surg margins,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0475,,Decalcification procedure,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0476,,Spec stains for microorganis,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0477,,Spec stains not for microorg,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0478,,Immunohistochemical stains,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0479,,Tissue in-situ hybridization,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0480,,Cytopath smear prep & report,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0481,,Electron microscopy diagnost,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0482,,Direct immunofluorescence,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0483,,Indirect immunofluorescence,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0484,,Consult slides prep elsewher,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0485,,Consult inc prep of slides,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0486,,Access of transep cytol samp,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0502,,Other oral pathology procedu,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D0601,,Caries risk assess low risk,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0602,,Caries risk assess mod risk,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0603,,Caries risk assess high risk,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D0999,,Unspecified diagnostic proce,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D1110,,Dental prophylaxis adult,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1120,,Dental prophylaxis child,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1206,,Topical fluoride varnish,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1208,,Topical app of fluoride,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1310,,Nutri counsel-control caries,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1320,,Tobacco counseling,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1330,,Oral hygiene instruction,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1351,,Dental sealant per tooth,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1352,,"Prev resin rest, perm tooth",I,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1510,,Space maintainer fxd unilat,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D1515,,Fixed bilat space maintainer,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D1520,,Remove unilat space maintain,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D1525,,Remove bilat space maintain,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D1550,,Recement space maintainer,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
D1555,,Remove fix space maintainer,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D1999,,Unspecified preventive proc,R,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2140,,Amalgam one surface permanen,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2150,,Amalgam two surfaces permane,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2160,,Amalgam three surfaces perma,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2161,,Amalgam 4 or > surfaces perm,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2330,,Resin one surface-anterior,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2331,,Resin two surfaces-anterior,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2332,,Resin three surfaces-anterio,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2335,,Resin 4/> surf or w incis an,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2390,,Ant resin-based cmpst crown,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2391,,Post 1 srfc resinbased cmpst,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2392,,Post 2 srfc resinbased cmpst,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2393,,Post 3 srfc resinbased cmpst,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2394,,Post >=4srfc resinbase cmpst,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2410,,Dental gold foil one surface,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2420,,Dental gold foil two surface,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2430,,Dental gold foil three surfa,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2510,,Dental inlay metalic 1 surf,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2520,,Dental inlay metallic 2 surf,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2530,,Dental inlay metl 3/more sur,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2542,,Dental onlay metallic 2 surf,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2543,,Dental onlay metallic 3 surf,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2544,,Dental onlay metl 4/more sur,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2610,,Inlay porcelain/ceramic 1 su,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2620,,Inlay porcelain/ceramic 2 su,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2630,,Dental onlay porc 3/more sur,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2642,,Dental onlay porcelin 2 surf,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2643,,Dental onlay porcelin 3 surf,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2644,,Dental onlay porc 4/more sur,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2650,,Inlay composite/resin one su,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2651,,Inlay composite/resin two su,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2652,,Dental inlay resin 3/mre sur,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2662,,Dental onlay resin 2 surface,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2663,,Dental onlay resin 3 surface,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
D2664,,Dental onlay resin 4/mre sur,N,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
